transaction_id,vendor_id,category_code,kind,amount_minor
00055fdf-b754-5f67-beec-4038bf682f9c,,XFER,internal_transfer,900000
0045c5a5-04b2-454a-8c90-13825fa6ce7f,,UNCLASS,unclassified,25097914
0166e101-b4b5-4eec-9349-50a48d20ab54,,UNCLASS,unclassified,1800973
024d663a-2bd1-4647-b857-9d57e2178827,,UNCLASS,unclassified,44771758
02604a9c-87d6-4265-8f57-fb497ae52600,,UNCLASS,unclassified,2833735
03001959-4478-4f96-b06e-68abe7adcfc1,,UNCLASS,unclassified,805067
0300da00-f368-4b8f-9dbf-11143f803d68,,UNCLASS,unclassified,4966042
03771e26-f1f0-4c9e-ba50-7ffd853a37da,,UNCLASS,unclassified,2948415
04a232c9-b14b-41d6-b3c3-204a63be8505,,UNCLASS,unclassified,1033465
04ebcee0-3132-4fe9-a62b-82193a80775d,,UNCLASS,unclassified,2429595
062b0db4-2960-4784-bc89-81cba58c37ec,,UNCLASS,unclassified,4586765
06eed4c0-f522-4a0e-bfd3-671bfdd348e1,,UNCLASS,unclassified,1912061
08321cda-0ca8-41ea-b49b-c721f2be3737,,UNCLASS,unclassified,9176017
09a04ac1-b91f-4402-b215-c2ade5f1e22d,,UNCLASS,unclassified,302263
0a2c1746-1675-4a03-8196-1554821fadb4,,UNCLASS,unclassified,2631686
0cabc459-2acf-411c-854e-86ea6c2b8979,,UNCLASS,unclassified,4583266
0cd59f62-76c4-47f1-a63e-d65880c5f339,,UNCLASS,unclassified,4211592
0e53fd87-97bb-4298-8717-e8cd1cddac2d,,UNCLASS,unclassified,888527
0e6c51fe-b047-42b2-8bcb-1ac6ccb71234,,UNCLASS,unclassified,19680944
0f677cb9-de4c-47db-9b1d-538689ac46a7,,UNCLASS,unclassified,4416713
10410a81-c72d-419f-9868-b4be46e71f33,,UNCLASS,unclassified,3972517
105a45bf-c9ab-4fa0-9309-332396e800f7,,UNCLASS,unclassified,46425262
1362ea26-5993-4343-8b44-1836c28b898f,,UNCLASS,unclassified,44480470
139620f3-c973-4e24-9a01-7584f01b6a14,,UNCLASS,unclassified,4540659
1439a711-2efc-4d94-a09b-909607b29da0,,UNCLASS,unclassified,3564606
145a1f3f-2a05-4647-bcee-01f2692fb0fa,,UNCLASS,unclassified,30648762
14ebf858-74d4-4741-b01d-523d3cb182fa,,UNCLASS,unclassified,1442793
14edb0c9-c31e-47ab-ad40-e88073fdd609,,UNCLASS,unclassified,3282581
171adf89-caad-4fa2-8e51-9350d67d5c83,,UNCLASS,unclassified,22429828
1738c911-b9a9-48de-b0e6-56c4b4d14dff,,UNCLASS,unclassified,1184262
17a62efb-848a-41e1-9786-bb01db162ecd,,UNCLASS,unclassified,24382454
18318b46-7902-4dd4-b3eb-1ad8423e1f1b,,UNCLASS,unclassified,314650
1858780d-480e-4bc3-819b-3d68ff72b02b,,UNCLASS,unclassified,4432193
1ad00906-1fde-441a-a48d-702f06e1d8e1,,UNCLASS,unclassified,24208645
1ec3f9a5-41a1-4389-b6b3-15cba22ce125,,UNCLASS,unclassified,257885355
1ef9d391-932c-47cc-a887-9677a8e9c852,,UNCLASS,unclassified,315603
20f7698f-4aa9-4a96-b4e3-6504a47c1a55,,UNCLASS,unclassified,22516838
2109c779-1de8-40c2-a0b2-ac053abd28a8,,UNCLASS,unclassified,1401329
22227e75-64db-4fd5-a273-ed020ff6fed2,,UNCLASS,unclassified,3324197
2266dca5-e30d-4613-b72d-8ed139d9c1a0,,UNCLASS,unclassified,4119971
2459c017-24d5-453d-8ee2-aa0f45c9d830,,UNCLASS,unclassified,516145
28f44c3c-b894-4831-932d-ed643e94668b,,UNCLASS,unclassified,9448381
2aa7bcc8-b2d7-433e-98a2-9f76328efe2a,,UNCLASS,unclassified,339465624
2ac4b1f2-33b3-48a7-ba39-88b21f6800e9,,UNCLASS,unclassified,143679
2af7fc49-2a87-42bb-bb90-f430d8a39347,,UNCLASS,unclassified,4036681
2bd673a9-59fb-47bc-ace4-e60556483587,,UNCLASS,unclassified,26918149
2c2e574c-5a6b-44da-a895-7ddf4678f4b4,,UNCLASS,unclassified,3716107
2cbcde41-480e-4e9a-a8b6-11a9ae3d591c,,UNCLASS,unclassified,2078204
2d33fcba-8fc2-4249-865a-6a5cc21dae0f,,UNCLASS,unclassified,2902686
2d69f5f4-0197-4316-b4f7-161e037d0dc3,,UNCLASS,unclassified,3347260
2e7ddf17-3636-4ece-b8b3-0f7ae170b439,,UNCLASS,unclassified,1782260
2fdd564e-7d9f-4214-8457-db0a66ed534b,,UNCLASS,unclassified,4749393
2ffbce10-b3f9-41c3-b265-aae446e4a73c,,UNCLASS,unclassified,1840913
300798fa-f2c1-4900-8396-fca8716a6205,,UNCLASS,unclassified,4238751
31e11b8b-972a-4a84-9d8b-da17e32537d9,,UNCLASS,unclassified,3559347
33e320a3-0835-450a-b025-fb43bc4fd776,,UNCLASS,unclassified,4435479
361fe6f3-d499-4aa1-b2b0-f8fec0621f47,,UNCLASS,unclassified,3464145
36bd6fba-ee27-4940-9c07-0a2d0656de44,,UNCLASS,unclassified,24903612
36deda7b-3c72-473f-8d86-71f24859111c,,UNCLASS,unclassified,11140083
38d0e685-53c4-4d94-b234-565da24ef852,,UNCLASS,unclassified,34519332
3973284a-3d13-46fb-96c4-968987231e73,,UNCLASS,unclassified,72220
3986e0f7-1502-4433-8c0c-7d09bff3e950,,UNCLASS,unclassified,2390575
39cfda89-3ddf-4918-b384-39a1ae1e5e82,,UNCLASS,unclassified,2186767
3a70d3fa-9d5f-4ab4-a1aa-3a06d75b6396,,UNCLASS,unclassified,327755
3b5964fc-36fc-47f1-b443-b96a4596daf8,,UNCLASS,unclassified,31565227
3b6f7486-afa8-4822-afcb-d5e8cb7e0122,,UNCLASS,unclassified,3062332
3cc53664-c299-4492-b13f-09d0c56f3698,,UNCLASS,unclassified,1164448
3e4ed0e2-8074-4b1d-b0c5-5708fc9b702f,,UNCLASS,unclassified,554365
3f22c628-52cb-4b50-a02c-f5c1ea9ab65e,,UNCLASS,unclassified,508632
3f7ea8b9-e84b-460d-b472-9f21ed7f3b17,,UNCLASS,unclassified,33560698
40043cb8-d877-42d7-b4b5-1650abc5a82e,,UNCLASS,unclassified,3598075
402b8a5f-31fe-4b5f-a321-e4cda8924fb9,,UNCLASS,unclassified,264821291
40824181-8c75-4843-bd44-e2627b70cca2,,UNCLASS,unclassified,3161436
41f7c196-1fc0-4262-9d2a-24f30cbec190,,UNCLASS,unclassified,227383
42a5da32-d9d5-41f1-ad06-99a6b3bd1a58,,UNCLASS,unclassified,547166
438888ec-9438-5dd3-96f7-ec15be3f555f,5d74c914-28b2-5787-aa3b-55eaff8775e6,TECH,vendor_refund,50000
4399b46d-1476-497b-a578-681d3ca362ee,,UNCLASS,unclassified,4337100
454814df-2413-439d-abc4-23d9f5ac321d,,UNCLASS,unclassified,45826072
466b98c9-b882-401b-906e-35fc4daeae7e,,UNCLASS,unclassified,4997808
475a53eb-683a-46d6-bef5-33ca88264e1e,,UNCLASS,unclassified,4011205
4997d558-5115-45a4-86c2-d29ef2bfc91a,,UNCLASS,unclassified,3094219
4a7c38be-bb5c-4fa7-a249-125a8b358811,,UNCLASS,unclassified,49144848
4a87624c-26a7-4881-b9fa-92f86ec4d77f,,UNCLASS,unclassified,1778353
4a9dbc27-07b3-4a96-a680-19bac094e828,,UNCLASS,unclassified,1436838
4ca4638d-21ad-4d28-b3cb-0f35f270716b,,UNCLASS,unclassified,13926168
4e1dd08f-ef39-48f4-9d82-fc43946543c3,,UNCLASS,unclassified,4196766
4ecdc04c-2526-4da3-807f-471df6bfc24c,,UNCLASS,unclassified,3790420
5095c2c7-6fcd-498e-b56a-5c13e12e12cd,,UNCLASS,unclassified,34083224
51275926-8061-4f34-941a-f839a767fdb4,,UNCLASS,unclassified,4096187
518855f7-d8ce-4fcb-b481-22a93e354c79,,UNCLASS,unclassified,3292640
5234a3df-b9c4-4348-a42a-70d47d51e027,,UNCLASS,unclassified,2109259
543b6d30-8425-4426-bcad-69a3b8673b0f,,UNCLASS,unclassified,2853084
54a42b76-e75e-4835-8407-8d55bf483cff,,UNCLASS,unclassified,48871609
54c036c8-0be8-4f9a-806a-269f3306d645,,UNCLASS,unclassified,2484295
56e23178-e95d-43fb-a2c3-fa151a4ad505,,UNCLASS,unclassified,43417351
578479f4-ab6e-4bd9-99db-0a98e3ab0cda,,UNCLASS,unclassified,34067350
57d8439f-01da-4dfc-b64d-f1c89650c472,,UNCLASS,unclassified,9189095
57f6602c-808e-4ad3-8393-d010f374b378,,UNCLASS,unclassified,249356
